Species_clean	tip_label	Directory Name	assembly	assem	Assembly name	NCBI accession	Taxonomic Lineage	contig N50 (bp)	scaffold N50 (bp)	No. ancestral genes with intact ORF	No. ancestral genes with missing sequences	PGA_all_CN	PGA_all_log1p	PGA_CN_primary	PGA_log1p	PGA_like_CN_primary	PGA_like_log1p	PAG_CN_primary	PAG_log1p	all	pga	pga_like	pag	Diet_Class	Diet_Group	Diet-Inv	Diet-Vend	Diet-Vect	Diet-Vfish	Diet-Vunk	Diet-Scav	Diet-Fruit	Diet-Nect	Diet-Seed	Diet-PlantO	plant_total_pct	plant_total_prop	plant_structural_prop	animal_total_pct	BodyMass-Value	log10_body_mass	Species	Common name	Other species names	Species Taxonomy ID	Source of assembly	NCBI assembly name	NCBI assembly status	Assembly submission date	Assembly submitter organization	No. ancestral genes with inactivating mutations	Scientific	Scientific_clean	High_Order_Diet	Use_High_Order_Diet	plant_dominant_pct	carnivore_pct	insectivore_pct	nectarivore_pct	plant_dominant_prop	carnivore_prop	insectivore_prop	nectarivore_prop	diet_total_pct	CNV_source_col	CNV	CNV_log1p
Hylobates pileatus	Hylobates_pileatus	Hylobates_pileatus__pileated_gibbon__HLhylPil1__GCA_021498465.1	Hylobates_pileatus__pileated_gibbon__HLhylPil1__GCA_021498465.1	Hylobates_pileatus__pileated_gibbon__HLhylPil1__GCA_021498465.1	HLhylPil1	GCA_021498465.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hylobatidae; Hylobates	17385161	131825309	14640	159	3	1.38629436111989	2	1.09861228866811	1	0.693147180559945	0	0	3	2	1	0	Frugivore	Plant_dominant	10	0	0	0	0	0	70	0	0	20	90	0.9	0.2	10	5440	3.73559889969818	Hylobates pileatus	pileated gibbon		9589	NCBI	ASM2149846v1	Chromosome	2022-01-19	BGI-Shenzhen	397	Hylobates pileatus	Hylobates pileatus	Plant_dominant	TRUE	90	0	10	0	0.9	0	0.1	0	100	PGA_CN_primary	2	1.09861228866811
Nomascus leucogenys	Nomascus_leucogenys	Nomascus_leucogenys__Northern_white-cheeked_gibbon__HLnomLeuc5__GCA_040113115.1	Nomascus_leucogenys__Northern_white-cheeked_gibbon__HLnomLeuc5__GCA_040113115.1	Nomascus_leucogenys__Northern_white-cheeked_gibbon__HLnomLeuc5__GCA_040113115.1	HLnomLeuc5	GCA_040113115.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hylobatidae; Nomascus	102188915	124246014	15109	12	4	1.6094379124341	3	1.38629436111989	1	0.693147180559945	0	0	4	3	1	0	Frugivore	Plant_dominant	10	0	0	0	0	0	80	0	0	10	90	0.9	0.1	10	7320	3.86451108105839	Nomascus leucogenys	Northern white-cheeked gibbon	Hylobates concolor leucogenys,Nomascus leucogenys leucogenys,Nomascus leukogenys,Hylobates leucogenys,Hylobates concolor leucogyneus,Hylobates leucogenys leucogenys,White-cheeked Gibbon	61853	NCBI	ASM4011311v1	Chromosome	2024-06-12	Shandong University of Technology	75	Nomascus leucogenys	Nomascus leucogenys	Plant_dominant	TRUE	90	0	10	0	0.9	0	0.1	0	100	PGA_CN_primary	3	1.38629436111989
Pongo pygmaeus	Pongo_pygmaeus	Pongo_pygmaeus__Bornean_orangutan__HLponPyg2__GCA_028885625.2	Pongo_pygmaeus__Bornean_orangutan__HLponPyg2__GCA_028885625.2	Pongo_pygmaeus__Bornean_orangutan__HLponPyg2__GCA_028885625.2	HLponPyg2	GCA_028885625.2	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Ponginae; Pongo	140592248	143261986	15157	5	5	1.79175946922805	5	1.79175946922805	0	0	0	0	5	5	0	0	Frugivore	Plant_dominant	10	0	0	0	10	0	80	0	0	0	80	0.8	0	20	37000	4.56820172406699	Pongo pygmaeus	Bornean orangutan	orang utan,Simia pygmaeus,Orangutan,Orang-utan	9600	NCBI			2024-01-12		34	Pongo pygmaeus	Pongo pygmaeus	Plant_dominant	TRUE	80	10	10	0	0.8	0.1	0.1	0	100	PGA_CN_primary	5	1.79175946922805
Pongo abelii	Pongo_abelii	Pongo_abelii__Sumatran_orangutan__HLponAbe4__GCA_028885655.2	Pongo_abelii__Sumatran_orangutan__HLponAbe4__GCA_028885655.2	Pongo_abelii__Sumatran_orangutan__HLponAbe4__GCA_028885655.2	HLponAbe4	GCA_028885655.2	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Ponginae; Pongo	146197178	146197178	15156	4	8	2.19722457733622	8	2.19722457733622	0	0	0	0	8	8	0	0	Frugivore	Plant_dominant	10	0	0	0	10	0	80	0	0	0	80	0.8	0	20	39696.12	4.59874805978734	Pongo abelii	Sumatran orangutan	Orangutan,Pongo pygmaeus abelii,orang utan,Pongo pygmaeus abeli,Orang-utan	9601	NCBI			2023-12-09		36	Pongo abelii	Pongo abelii	Plant_dominant	TRUE	80	10	10	0	0.8	0.1	0.1	0	100	PGA_CN_primary	8	2.19722457733622
Pan troglodytes	Pan_troglodytes	Pan_troglodytes__chimpanzee__HLpanTro7__GCA_028858775.2	Pan_troglodytes__chimpanzee__HLpanTro7__GCA_028858775.2	Pan_troglodytes__chimpanzee__HLpanTro7__GCA_028858775.2	HLpanTro7	GCA_028858775.2	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Pan	146288486	146288486	15151	0	3	1.38629436111989	3	1.38629436111989	0	0	0	0	3	3	0	0	Frugivore	Plant_dominant	10	0	0	0	0	0	60	0	0	30	90	0.9	0.3	10	42500	4.62838893005031	Pan troglodytes	chimpanzee	Simia troglodytes	9598	NCBI			2023-12-09		45	Pan troglodytes	Pan troglodytes	Plant_dominant	TRUE	90	0	10	0	0.9	0	0.1	0	100	PGA_CN_primary	3	1.38629436111989
Pan paniscus	Pan_paniscus	Pan_paniscus__pygmy_chimpanzee__HLpanPan4__GCA_029289425.3	Pan_paniscus__pygmy_chimpanzee__HLpanPan4__GCA_029289425.3	Pan_paniscus__pygmy_chimpanzee__HLpanPan4__GCA_029289425.3	HLpanPan4	GCA_029289425.3	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Pan	147028407	147028407	15159	0	3	1.38629436111989	3	1.38629436111989	0	0	0	0	3	3	0	0	Frugivore	Plant_dominant	10	0	0	0	0	0	60	0	10	20	90	0.9	0.2	10	34000.08	4.53147993891042	Pan paniscus	pygmy chimpanzee	bonobo	9597	NCBI			2023-12-09		37	Pan paniscus	Pan paniscus	Plant_dominant	TRUE	90	0	10	0	0.9	0	0.1	0	100	PGA_CN_primary	3	1.38629436111989
Gorilla gorilla	Gorilla_gorilla	Gorilla_gorilla__western_gorilla__HLgorGor7__GCA_029281585.3	Gorilla_gorilla__western_gorilla__HLgorGor7__GCA_029281585.3	Gorilla_gorilla__western_gorilla__HLgorGor7__GCA_029281585.3	HLgorGor7	GCA_029281585.3	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Gorilla	150804130	150804130	15126	4	4	1.6094379124341	4	1.6094379124341	0	0	0	0	4	4	0	0	Herbivore	Plant_dominant	0	0	0	0	0	0	10	0	0	90	100	1	0.9	0	131625.52	5.11934009992144	Gorilla gorilla	western gorilla	Troglodytes gorilla,gorilla	9593	NCBI			2023-12-09		66	Gorilla gorilla	Gorilla gorilla	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	4	1.6094379124341
Trachypithecus germaini	Trachypithecus_germaini	Trachypithecus_germaini__Indochinese_lutung__HLtraGer1__GCA_047047975.1	Trachypithecus_germaini__Indochinese_lutung__HLtraGer1__GCA_047047975.1	Trachypithecus_germaini__Indochinese_lutung__HLtraGer1__GCA_047047975.1	HLtraGer1	GCA_047047975.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Trachypithecus	55907425	55907425	15070	10	4	1.6094379124341	4	1.6094379124341	0	0	0	0	4	4	0	0	Herbivore	Plant_dominant	0	0	0	0	0	0	30	0	0	70	100	1	0.7	0	8516.46	3.93025911097041	Trachypithecus germaini	Indochinese lutung	Trachypithecus margarita	271260	NCBI	ASM4704797v1	Contig	2025-01-23	Northwest University	116	Trachypithecus germaini	Trachypithecus germaini	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	4	1.6094379124341
Trachypithecus francoisi	Trachypithecus_francoisi	Trachypithecus_francoisi__Francoiss_langur__HLtraFra1__GCA_009764315.1	Trachypithecus_francoisi__Francoiss_langur__HLtraFra1__GCA_009764315.1	Trachypithecus_francoisi__Francoiss_langur__HLtraFra1__GCA_009764315.1	HLtraFra1	GCA_009764315.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Trachypithecus	16182741	130977661	14411	45	3	1.38629436111989	2	1.09861228866811	1	0.693147180559945	0	0	3	2	1	0	Herbivore	Plant_dominant	0	0	0	0	0	0	30	0	0	70	100	1	0.7	0	7325	3.86480762902615	Trachypithecus francoisi	Francoiss langur	Francois's leaf monkey,Indochinese langur,Presbytis francoisi	54180	NCBI	Tfra_2.0	Scaffold	2019-12-18	INSTITUTE OF ZOOLOGY, CHINESE ACADEMY OF SCIENCES	740	Trachypithecus francoisi	Trachypithecus francoisi	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	2	1.09861228866811
Trachypithecus shortridgei	Trachypithecus_shortridgei	Trachypithecus_shortridgei__Shortridges_langur__HLtraShor1__GCA_054345695.1	Trachypithecus_shortridgei__Shortridges_langur__HLtraShor1__GCA_054345695.1	Trachypithecus_shortridgei__Shortridges_langur__HLtraShor1__GCA_054345695.1	HLtraShor1	GCA_054345695.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Trachypithecus	50335884	134094747	15088	9	4	1.6094379124341	4	1.6094379124341	0	0	0	0	4	4	0	0	Herbivore	Plant_dominant	0	0	0	0	0	0	30	0	0	70	100	1	0.7	0	8516.46	3.93025911097041	Trachypithecus shortridgei	Shortridges langur		1042121	NCBI	ASM5434569v1	Scaffold	2026-01-05	Northwest University	99	Trachypithecus shortridgei	Trachypithecus shortridgei	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	4	1.6094379124341
Rhinopithecus bieti	Rhinopithecus_bieti	Rhinopithecus_bieti__Black-and-white_snub-nosed_monkey__HLrhiBiet3	Rhinopithecus_bieti__Black-and-white_snub-nosed_monkey__HLrhiBiet3	Rhinopithecus_bieti__Black-and-white_snub-nosed_monkey__HLrhiBiet3	HLrhiBiet3	https://ngdc.cncb.ac.cn/gwh/Assembly/24510/show	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Rhinopithecus	5779005	145697888	14387	130	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Herbivore	Plant_dominant	0	0	0	0	0	0	0	0	0	100	100	1	1	0	11000.54	4.04141400454587	Rhinopithecus bieti	Black-and-white snub-nosed monkey	Pygathrix bieti,Yunnan snub-nosed monkey	61621	https://ngdc.cncb.ac.cn/gwh/Assembly/24510/show			2025-04-09		679	Rhinopithecus bieti	Rhinopithecus bieti	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	1	0.693147180559945
Rhinopithecus roxellana	Rhinopithecus_roxellana	Rhinopithecus_roxellana__golden_snub-nosed_monkey__HLrhiRox2__GCA_007565055.1	Rhinopithecus_roxellana__golden_snub-nosed_monkey__HLrhiRox2__GCA_007565055.1	Rhinopithecus_roxellana__golden_snub-nosed_monkey__HLrhiRox2__GCA_007565055.1	HLrhiRox2	GCA_007565055.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Rhinopithecus	5723610	144559847	14729	54	3	1.38629436111989	3	1.38629436111989	0	0	0	0	3	3	0	0	Herbivore	Plant_dominant	0	0	0	0	0	0	10	0	10	80	100	1	0.8	0	13456.8	4.1289417978101	Rhinopithecus roxellana	golden snub-nosed monkey	Pygathrix roxellana	61622	NCBI	ASM756505v1	Chromosome	2019-07-29	Northwest University	413	Rhinopithecus roxellana	Rhinopithecus roxellana	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	3	1.38629436111989
Colobus guereza	Colobus_guereza	Colobus_guereza__Mantled_guereza__HLcolGuer2__GCA_030247045.1	Colobus_guereza__Mantled_guereza__HLcolGuer2__GCA_030247045.1	Colobus_guereza__Mantled_guereza__HLcolGuer2__GCA_030247045.1	HLcolGuer2	GCA_030247045.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Colobus	15612012	149281349	13335	122	4	1.6094379124341	3	1.38629436111989	1	0.693147180559945	0	0	4	3	1	0	Herbivore	Plant_dominant	0	0	0	0	0	0	30	0	0	70	100	1	0.7	0	10600	4.02530586526477	Colobus guereza	Mantled guereza	Colobus abyssinicus,guereza,eastern black-and -white colobus	33548	NCBI	ASM3024704v1	Chromosome	2023-06-12	BGI-Shenzhen	1739	Colobus guereza	Colobus guereza	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	3	1.38629436111989
Macaca fascicularis	Macaca_fascicularis	Macaca_fascicularis__Crab-eating_macaque__HLmacFas8__GCF_037993035.1	Macaca_fascicularis__Crab-eating_macaque__HLmacFas8__GCF_037993035.1	Macaca_fascicularis__Crab-eating_macaque__HLmacFas8__GCF_037993035.1	HLmacFas8	GCF_037993035.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Macaca	162126771	162126771	15135	8	14	2.70805020110221	13	2.63905732961526	1	0.693147180559945	0	0	14	13	1	0	Omnivore	Omnivore	50	0	0	0	0	0	40	0	0	10	50	0.5	0.1	50	3991.5	3.60113613360707	Macaca fascicularis	Crab-eating macaque	long-tailed macaque,Macaca cynomolgus,Cynomolgus,Simia fascicularis,cynomolgus monkeys,CYNOMOLGUS,cynomolgus macaque,Macaca irus,crab eating macaque,cynomolgus monkey	9541	NCBI	T2T-MFA8v1.0	Complete Genome	2024-04-05	Shanghai Jiao Tong University	53	Macaca fascicularis	Macaca fascicularis	Omnivore	TRUE	50	0	50	0	0.5	0	0.5	0	100	PGA_CN_primary	13	2.63905732961526
Macaca mulatta	Macaca_mulatta	Macaca_mulatta__Rhesus_monkey__HLmacMula11__GCF_049350105.2	Macaca_mulatta__Rhesus_monkey__HLmacMula11__GCF_049350105.2	Macaca_mulatta__Rhesus_monkey__HLmacMula11__GCF_049350105.2	HLmacMula11	GCF_049350105.2	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Macaca	162285572	162285572	15147	5	5	1.79175946922805	4	1.6094379124341	1	0.693147180559945	0	0	5	4	1	0	Herbivore	Plant_dominant	10	0	0	0	0	0	30	0	20	40	90	0.9	0.4	10	3713	3.56972494922616	Macaca mulatta	Rhesus monkey	Cercopithecus mulatta,rhesus macaque,rhesus monkeys,rhesus macaques	9544	NCBI	T2T-MMU8v2.0	Complete Genome	2025-07-24	Shanghai Jiao Tong University	44	Macaca mulatta	Macaca mulatta	Plant_dominant	TRUE	90	0	10	0	0.9	0	0.1	0	100	PGA_CN_primary	4	1.6094379124341
Macaca nigra	Macaca_nigra	Macaca_nigra__Celebes_crested_macaque__HLmacNir1__GCA_928851695.1	Macaca_nigra__Celebes_crested_macaque__HLmacNir1__GCA_928851695.1	Macaca_nigra__Celebes_crested_macaque__HLmacNir1__GCA_928851695.1	HLmacNir1	GCA_928851695.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Macaca	60712129	60712129	12066	9	5	1.79175946922805	4	1.6094379124341	1	0.693147180559945	0	0	5	4	1	0	Frugivore	Plant_dominant	10	0	0	0	0	0	70	0	10	10	90	0.9	0.1	10	6400	3.80617997398389	Macaca nigra	Celebes crested macaque		54600	NCBI	mMacNir1.1	Scaffold	2022-02-09	IBE (Institut de Biologia Evolutiva)	3121	Macaca nigra	Macaca nigra	Plant_dominant	TRUE	90	0	10	0	0.9	0	0.1	0	100	PGA_CN_primary	4	1.6094379124341
Macaca cyclopis	Macaca_cyclopis	Macaca_cyclopis__Taiwan_macaque__HLmacCyc1__GCA_026956025.1	Macaca_cyclopis__Taiwan_macaque__HLmacCyc1__GCA_026956025.1	Macaca_cyclopis__Taiwan_macaque__HLmacCyc1__GCA_026956025.1	HLmacCyc1	GCA_026956025.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Macaca	7139826	152979943	15074	20	4	1.6094379124341	3	1.38629436111989	1	0.693147180559945	0	0	4	3	1	0	Herbivore	Plant_dominant	10	0	0	0	0	0	30	0	20	40	90	0.9	0.4	10	6000	3.77815125038364	Macaca cyclopis	Taiwan macaque		78449	NCBI	MCyc01	Chromosome	2022-12-19	Academia Sinica	102	Macaca cyclopis	Macaca cyclopis	Plant_dominant	TRUE	90	0	10	0	0.9	0	0.1	0	100	PGA_CN_primary	3	1.38629436111989
Macaca assamensis	Macaca_assamensis	Macaca_assamensis__Assam_macaque__HLmacAss1__GCA_023783095.1	Macaca_assamensis__Assam_macaque__HLmacAss1__GCA_023783095.1	Macaca_assamensis__Assam_macaque__HLmacAss1__GCA_023783095.1	HLmacAss1	GCA_023783095.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Macaca	27348716	27348716	13479	83	6	1.94591014905531	5	1.79175946922805	1	0.693147180559945	0	0	6	5	1	0	Herbivore	Plant_dominant	10	0	0	0	0	0	30	0	20	40	90	0.9	0.4	10	12000	4.07918124604763	Macaca assamensis	Assam macaque	Macaca assamenses	9551	NCBI	ASM2378309v1	Contig	2022-06-17	BGI-Shenzhen	1634	Macaca assamensis	Macaca assamensis	Plant_dominant	TRUE	90	0	10	0	0.9	0	0.1	0	100	PGA_CN_primary	5	1.79175946922805
Macaca nemestrina	Macaca_nemestrina	Macaca_nemestrina__Pig-tailed_macaque__HLmacNeme2A__GCF_043159975.1	Macaca_nemestrina__Pig-tailed_macaque__HLmacNeme2A__GCF_043159975.1	Macaca_nemestrina__Pig-tailed_macaque__HLmacNeme2A__GCF_043159975.1	HLmacNeme2A	GCF_043159975.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Macaca	40835442	154799650	14867	21	5	1.79175946922805	4	1.6094379124341	1	0.693147180559945	0	0	5	4	1	0	Frugivore	Plant_dominant	10	0	0	0	0	0	70	0	10	10	90	0.9	0.1	10	6296.5	3.79909920769583	Macaca nemestrina	Pig-tailed macaque	Simia nemestrina,pigtail macaque,pigtail monkey	9545	NCBI	mMacNem.hap1	Chromosome	2024-10-15	Vertebrate Genomes Project	308	Macaca nemestrina	Macaca nemestrina	Plant_dominant	TRUE	90	0	10	0	0.9	0	0.1	0	100	PGA_CN_primary	4	1.6094379124341
Macaca silenus	Macaca_silenus	Macaca_silenus__liontail_macaque__HLmacSil1__GCA_023807365.1	Macaca_silenus__liontail_macaque__HLmacSil1__GCA_023807365.1	Macaca_silenus__liontail_macaque__HLmacSil1__GCA_023807365.1	HLmacSil1	GCA_023807365.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Macaca	25691658	25691658	14872	134	3	1.38629436111989	2	1.09861228866811	1	0.693147180559945	0	0	3	2	1	0	Herbivore	Plant_dominant	10	0	0	0	0	0	30	0	20	40	90	0.9	0.4	10	4750	3.67669360962487	Macaca silenus	liontail macaque		54601	NCBI	ASM2380736v1	Contig	2022-06-20	BGI-Shenzhen	190	Macaca silenus	Macaca silenus	Plant_dominant	TRUE	90	0	10	0	0.9	0	0.1	0	100	PGA_CN_primary	2	1.09861228866811
Papio anubis	Papio_anubis	Papio_anubis__olive_baboon__HLpapAnu6__GCA_008728515.2	Papio_anubis__olive_baboon__HLpapAnu6__GCA_008728515.2	Papio_anubis__olive_baboon__HLpapAnu6__GCA_008728515.2	HLpapAnu6	GCA_008728515.2	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Papio	1465768	140185856	14298	149	2	1.09861228866811	2	1.09861228866811	0	0	0	0	2	2	0	0	Omnivore	Omnivore	10	40	0	0	0	0	20	0	0	30	50	0.5	0.3	50	17728.56	4.24867346152017	Papio anubis	olive baboon	Papio hamadryas doguera,Doguera baboon,baboon,Kenya baboon,Anubis baboon,Papio doguera,Papio cynocephalus anubis,Papio hamadryas anubis	9555	NCBI	Panubis1.1	Chromosome	2022-04-27	University of California, San Francisco	749	Papio anubis	Papio anubis	Omnivore	TRUE	50	40	10	0	0.5	0.4	0.1	0	100	PGA_CN_primary	2	1.09861228866811
Papio hamadryas	Papio_hamadryas	Papio_hamadryas__hamadryas_baboon__HLpapHam2__GCA_023781915.1	Papio_hamadryas__hamadryas_baboon__HLpapHam2__GCA_023781915.1	Papio_hamadryas__hamadryas_baboon__HLpapHam2__GCA_023781915.1	HLpapHam2	GCA_023781915.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Papio	24989958	24989958	13585	152	4	1.6094379124341	3	1.38629436111989	1	0.693147180559945	0	0	4	3	1	0	Herbivore	Plant_dominant	10	0	0	0	10	0	0	0	0	80	80	0.8	0.8	20	21250.05	4.3273599562545	Papio hamadryas	hamadryas baboon	red baboon,sacred baboon,western baboon,baboon	9557	NCBI	ASM2378191v1	Contig	2022-06-17	BGI-Shenzhen	1459	Papio hamadryas	Papio hamadryas	Plant_dominant	TRUE	80	10	10	0	0.8	0.1	0.1	0	100	PGA_CN_primary	3	1.38629436111989
Erythrocebus patas	Erythrocebus_patas	Erythrocebus_patas__red_guenon__HLeryPat3__GCA_023783455.1	Erythrocebus_patas__red_guenon__HLeryPat3__GCA_023783455.1	Erythrocebus_patas__red_guenon__HLeryPat3__GCA_023783455.1	HLeryPat3	GCA_023783455.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Erythrocebus	18747272	18747272	13442	214	4	1.6094379124341	4	1.6094379124341	0	0	0	0	4	4	0	0	Frugivore	Plant_dominant	0	0	0	0	0	0	40	0	20	40	100	1	0.4	0	8090	3.90794852161227	Erythrocebus patas	red guenon	patas monkey,hussar,Cercopithecus patas	9538	NCBI	ASM2378345v1	Contig	2022-06-17	BGI-Shenzhen	1540	Erythrocebus patas	Erythrocebus patas	Plant_dominant	TRUE	100	0	0	0	1	0	0	0	100	PGA_CN_primary	4	1.6094379124341
Chlorocebus sabaeus	Chlorocebus_sabaeus	Chlorocebus_sabaeus__green_monkey__HLchlSab3__GCF_015252025.1	Chlorocebus_sabaeus__green_monkey__HLchlSab3__GCF_015252025.1	Chlorocebus_sabaeus__green_monkey__HLchlSab3__GCF_015252025.1	HLchlSab3	GCF_015252025.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Chlorocebus	839654	81790585	14731	56	3	1.38629436111989	3	1.38629436111989	0	0	0	0	3	3	0	0	Frugivore	Plant_dominant	20	0	0	0	20	0	40	0	0	20	60	0.6	0.2	40	4993	3.69836156605511	Chlorocebus sabaeus	green monkey	Cercopithecus sabeus,Cercopithecus sabaeus,Cercopithecus aethiops sabaeus,Chlorocebus sabeus,Simia sabaea,Chlorocebus aethiops sabeus,Chlorocebus aethiops sabaeus	60711	NCBI	Vero_WHO_p1.0	Scaffold	2020-11-06	Viral Vectors and Vaccines Bioprocessing Group, McGill University	409	Chlorocebus sabaeus	Chlorocebus sabaeus	Plant_dominant	TRUE	60	20	20	0	0.6	0.2	0.2	0	100	PGA_CN_primary	3	1.38629436111989
Callithrix jacchus	Callithrix_jacchus	Callithrix_jacchus__White-tufted-ear_marmoset__HLcalJacc6__GCA_049354715.1	Callithrix_jacchus__White-tufted-ear_marmoset__HLcalJacc6__GCA_049354715.1	Callithrix_jacchus__White-tufted-ear_marmoset__HLcalJacc6__GCA_049354715.1	HLcalJacc6	GCA_049354715.1	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Cebidae; Callitrichinae; Callithrix; Callithrix	137132494	141933726	15062	8	2	1.09861228866811	1	0.693147180559945	1	0.693147180559945	0	0	2	1	1	0	Omnivore	Omnivore	20	0	0	0	10	0	30	40	0	0	70	0.7	0	30	292	2.46538285144842	Callithrix jacchus	White-tufted-ear marmoset	white ear-tufted marmoset,Simia jacchus,common marmoset,Callithrix jacchus jacchus	9483	NCBI	calJac240_pri	Chromosome	2025-04-08	University of California Santa Cruz	126	Callithrix jacchus	Callithrix jacchus	Omnivore	TRUE	30	10	20	40	0.3	0.1	0.2	0.4	100	PGA_CN_primary	1	0.693147180559945
