id	header	gene	species	cluster_best	cluster_at_ngenes
HLbosTau10.ENSBTAT00000025597_PAG8_31927_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000025597#PAG8#31927	PAG8	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
mm10.ENSMUST00000025647_Pga5_17455_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	mm10.ENSMUST00000025647#Pga5#17455	Pga5	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000063428_ENSBTAG00000051196_490353_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000063428#ENSBTAG00000051196#490353	ENSBTAG00000051196	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_22274_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000013786#PAG7#22274	PAG7	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.NM_176619_PAG8_10904_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.NM_176619#PAG8#10904	PAG8	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
mm10.ENSMUST00000025647_Pga5_13314_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	mm10.ENSMUST00000025647#Pga5#13314	Pga5	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000025593_PAG5_167826_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000025593#PAG5#167826	PAG5	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_68063_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000013786#PAG7#68063	PAG7	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_748_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000013786#PAG7#748	PAG7	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_80082_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000013786#PAG7#80082	PAG7	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000007507_ENSBTAG00000046038_18145_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000007507#ENSBTAG00000046038#18145	ENSBTAG00000046038	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000005399_PAG11_12826_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000005399#PAG11#12826	PAG11	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000005399_PAG11_1473915_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000005399#PAG11#1473915	PAG11	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
mm10.ENSMUST00000025647_Pga5_16522_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	mm10.ENSMUST00000025647#Pga5#16522	Pga5	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
mm10.ENSMUST00000025647_Pga5_12001_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	mm10.ENSMUST00000025647#Pga5#12001	Pga5	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
mm10.ENSMUST00000025647_Pga5_18077_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	mm10.ENSMUST00000025647#Pga5#18077	Pga5	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.NM_176619_PAG8_17522_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.NM_176619#PAG8#17522	PAG8	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	2
HLbosTau10.ENSBTAT00000017669_ENSBTAG00000035736_4102_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000017669#ENSBTAG00000035736#4102	ENSBTAG00000035736	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	4
mm10.ENSMUST00000025647_Pga5_3055_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	mm10.ENSMUST00000025647#Pga5#3055	Pga5	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	4
HLbosTau10.ENSBTAT00000025567_PAG12_25694_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000025567#PAG12#25694	PAG12	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	4
HLbosTau10.ENSBTAT00000030466_PAG18_241_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000030466#PAG18#241	PAG18	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	4
HLbosTau10.ENSBTAT00000025593_PAG5_241_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000025593#PAG5#241	PAG5	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	4
HLbosTau10.ENSBTAT00000005399_PAG11_7041_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000005399#PAG11#7041	PAG11	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	4
HLbosTau10.ENSBTAT00000030188_ENSBTAG00000024611_241_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000030188#ENSBTAG00000024611#241	ENSBTAG00000024611	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	4
HLbosTau10.ENSBTAT00000005399_PAG11_4414_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000005399#PAG11#4414	PAG11	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	4
HLbosTau10.ENSBTAT00000009701_ENSBTAG00000038506_518416_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	HLbosTau10.ENSBTAT00000009701#ENSBTAG00000038506#518416	ENSBTAG00000038506	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PAG	4
hg38.ENST00000312403.10_PGA5_3896_Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	hg38.ENST00000312403.10#PGA5#3896	PGA5	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	PGA	38
hg38.ENST00000312403.10_PGA5_67_Pachyuromys_duprasi__fat-tailed_gerbil__HLpacDup1	hg38.ENST00000312403.10#PGA5#67	PGA5	Pachyuromys_duprasi__fat-tailed_gerbil__HLpacDup1	PGA-like	21
HLbosTau10.ENSBTAT00000013786_PAG7_5009_Paguma_larvata__Masked_palm_civet__HLpagLar1__GCA_030068075.1	HLbosTau10.ENSBTAT00000013786#PAG7#5009	PAG7	Paguma_larvata__Masked_palm_civet__HLpagLar1__GCA_030068075.1	PGA-like	16
hg38.ENST00000325558.11_PGA3_16_Paguma_larvata__Masked_palm_civet__HLpagLar1__GCA_030068075.1	hg38.ENST00000325558.11#PGA3#16	PGA3	Paguma_larvata__Masked_palm_civet__HLpagLar1__GCA_030068075.1	PGA	38
mm10.ENSMUST00000025647_Pga5_70_Panthera_leo__Lion__HLpanLeo3A__GCA_046255005.1	mm10.ENSMUST00000025647#Pga5#70	Pga5	Panthera_leo__Lion__HLpanLeo3A__GCA_046255005.1	PGA-like	16
hg38.ENST00000312403.10_PGA5_4170_Panthera_leo__Lion__HLpanLeo3A__GCA_046255005.1	hg38.ENST00000312403.10#PGA5#4170	PGA5	Panthera_leo__Lion__HLpanLeo3A__GCA_046255005.1	PGA	38
mm10.ENSMUST00000025647_Pga5_71_Panthera_leo__Lion__HLpanLeo3B__GCA_046254995.1	mm10.ENSMUST00000025647#Pga5#71	Pga5	Panthera_leo__Lion__HLpanLeo3B__GCA_046254995.1	PGA-like	16
hg38.ENST00000312403.10_PGA5_4448_Panthera_leo__Lion__HLpanLeo3B__GCA_046254995.1	hg38.ENST00000312403.10#PGA5#4448	PGA5	Panthera_leo__Lion__HLpanLeo3B__GCA_046254995.1	PGA	38
mm10.ENSMUST00000025647_Pga5_67_Panthera_leo__lion__HLpanLeo2__GCF_018350215.1	mm10.ENSMUST00000025647#Pga5#67	Pga5	Panthera_leo__lion__HLpanLeo2__GCF_018350215.1	PGA-like	16
hg38.ENST00000312403.10_PGA5_3354_Panthera_leo__lion__HLpanLeo2__GCF_018350215.1	hg38.ENST00000312403.10#PGA5#3354	PGA5	Panthera_leo__lion__HLpanLeo2__GCF_018350215.1	PGA	38
hg38.ENST00000312403.10_PGA5_4344_Panthera_onca__Jaguar__HLpanOnca3A__GCA_046562875.1	hg38.ENST00000312403.10#PGA5#4344	PGA5	Panthera_onca__Jaguar__HLpanOnca3A__GCA_046562875.1	PGA	38
HLbosTau10.ENSBTAT00000013786_PAG7_4417_Panthera_onca__Jaguar__HLpanOnca3A__GCA_046562875.1	HLbosTau10.ENSBTAT00000013786#PAG7#4417	PAG7	Panthera_onca__Jaguar__HLpanOnca3A__GCA_046562875.1	PGA-like	16
hg38.ENST00000312403.10_PGA5_4042_Panthera_pardus__leopard__HLpanPar2__GCA_024362965.1	hg38.ENST00000312403.10#PGA5#4042	PGA5	Panthera_pardus__leopard__HLpanPar2__GCA_024362965.1	PGA	38
mm10.ENSMUST00000025647_Pga5_69_Panthera_pardus__leopard__HLpanPar2__GCA_024362965.1	mm10.ENSMUST00000025647#Pga5#69	Pga5	Panthera_pardus__leopard__HLpanPar2__GCA_024362965.1	PGA-like	16
mm10.ENSMUST00000025647_Pga5_69_Panthera_tigris__tiger__HLpanTig3__GCF_018350195.1	mm10.ENSMUST00000025647#Pga5#69	Pga5	Panthera_tigris__tiger__HLpanTig3__GCF_018350195.1	PGA-like	16
hg38.ENST00000312403.10_PGA5_3934_Panthera_tigris__tiger__HLpanTig3__GCF_018350195.1	hg38.ENST00000312403.10#PGA5#3934	PGA5	Panthera_tigris__tiger__HLpanTig3__GCF_018350195.1	PGA	38
HLbosTau10.ENSBTAT00000005384_PAG10_27_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000005384#PAG10#27	PAG10	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	4
HLbosTau10.ENSBTAT00000025517_PAG2_27_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000025517#PAG2#27	PAG2	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000025593_PAG5_1752_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000025593#PAG5#1752	PAG5	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000025593_PAG5_4545_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000025593#PAG5#4545	PAG5	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000025593_PAG5_27_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000025593#PAG5#27	PAG5	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000077448_ENSBTAG00000048542_27_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000077448#ENSBTAG00000048542#27	ENSBTAG00000048542	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000030243_PAG3_6374_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000030243#PAG3#6374	PAG3	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000030243_PAG3_2413_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000030243#PAG3#2413	PAG3	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000077448_ENSBTAG00000048542_17561_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000077448#ENSBTAG00000048542#17561	ENSBTAG00000048542	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000030243_PAG3_10564_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000030243#PAG3#10564	PAG3	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000050664_PAG15_1532_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000050664#PAG15#1532	PAG15	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_105_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000013786#PAG7#105	PAG7	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.XM_024987413_ENSBTAG00000046686_270_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.XM_024987413#ENSBTAG00000046686#270	ENSBTAG00000046686	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000030244_ENSBTAG00000050440_10630_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000030244#ENSBTAG00000050440#10630	ENSBTAG00000050440	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000025601_ENSBTAG00000026016_1553_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000025601#ENSBTAG00000026016#1553	ENSBTAG00000026016	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_4085_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000013786#PAG7#4085	PAG7	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.NM_176615_ENSBTAG00000053183_69_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.NM_176615#ENSBTAG00000053183#69	ENSBTAG00000053183	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000025601_ENSBTAG00000026016_3898_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000025601#ENSBTAG00000026016#3898	ENSBTAG00000026016	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000038954_PAG21_3832_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000038954#PAG21#3832	PAG21	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_109969_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000013786#PAG7#109969	PAG7	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000025601_ENSBTAG00000026016_180_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000025601#ENSBTAG00000026016#180	ENSBTAG00000026016	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_2409_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000013786#PAG7#2409	PAG7	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.XM_024987413_ENSBTAG00000046686_180_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.XM_024987413#ENSBTAG00000046686#180	ENSBTAG00000046686	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000063428_ENSBTAG00000051196_1321_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000063428#ENSBTAG00000051196#1321	ENSBTAG00000051196	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000030244_ENSBTAG00000050440_8812_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000030244#ENSBTAG00000050440#8812	ENSBTAG00000050440	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000050648_PAG9_1487_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000050648#PAG9#1487	PAG9	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000017669_ENSBTAG00000035736_1397_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000017669#ENSBTAG00000035736#1397	ENSBTAG00000035736	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000007506_MGC157408_2217_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000007506#MGC157408#2217	MGC157408	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000017669_ENSBTAG00000035736_147_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000017669#ENSBTAG00000035736#147	ENSBTAG00000035736	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000050648_PAG9_2642_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000050648#PAG9#2642	PAG9	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_110075_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000013786#PAG7#110075	PAG7	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000064112_ENSBTAG00000054180_1530_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000064112#ENSBTAG00000054180#1530	ENSBTAG00000054180	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000007506_MGC157408_80710_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000007506#MGC157408#80710	MGC157408	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000007506_MGC157408_1169_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000007506#MGC157408#1169	MGC157408	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000025601_ENSBTAG00000026016_147_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000025601#ENSBTAG00000026016#147	ENSBTAG00000026016	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000007506_MGC157408_69_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000007506#MGC157408#69	MGC157408	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.NM_001105381_MGC157408_5313_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.NM_001105381#MGC157408#5313	MGC157408	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000038878_PAG6_10064_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000038878#PAG6#10064	PAG6	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.NM_176615_ENSBTAG00000053183_105_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.NM_176615#ENSBTAG00000053183#105	ENSBTAG00000053183	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.NM_001105381_MGC157408_17041_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.NM_001105381#MGC157408#17041	MGC157408	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.NM_001083697_MGC157405_69_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.NM_001083697#MGC157405#69	MGC157405	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000038954_PAG21_9402_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000038954#PAG21#9402	PAG21	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.NM_176615_ENSBTAG00000053183_5485_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.NM_176615#ENSBTAG00000053183#5485	ENSBTAG00000053183	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000007506_MGC157408_227_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000007506#MGC157408#227	MGC157408	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000007506_MGC157408_60_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000007506#MGC157408#60	MGC157408	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000064112_ENSBTAG00000054180_27_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000064112#ENSBTAG00000054180#27	ENSBTAG00000054180	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000013786_PAG7_1686_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000013786#PAG7#1686	PAG7	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000030244_ENSBTAG00000050440_105_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000030244#ENSBTAG00000050440#105	ENSBTAG00000050440	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000030244_ENSBTAG00000050440_18998_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000030244#ENSBTAG00000050440#18998	ENSBTAG00000050440	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000050648_PAG9_8141_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000050648#PAG9#8141	PAG9	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000009701_ENSBTAG00000038506_706_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000009701#ENSBTAG00000038506#706	ENSBTAG00000038506	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000009701_ENSBTAG00000038506_1617_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000009701#ENSBTAG00000038506#1617	ENSBTAG00000038506	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000038878_PAG6_10349_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000038878#PAG6#10349	PAG6	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000050648_PAG9_3035_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000050648#PAG9#3035	PAG9	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000007506_MGC157408_27_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000007506#MGC157408#27	MGC157408	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
HLbosTau10.ENSBTAT00000050648_PAG9_944073_Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	HLbosTau10.ENSBTAT00000050648#PAG9#944073	PAG9	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	PAG	2
